sharpness,luminance,information,colorfulness,class
0.1825,0.3946,5.1923,17.0917,1
0.2152,0.3942,5.2944,32.1387,1
0.1216,0.3539,5.101,14.0788,1
0.1755,0.3843,5.1874,30.7957,1
0.1985,0.417,5.0347,22.2489,1
0.1592,0.3987,5.2909,28.7884,1
0.1515,0.3933,5.3434,29.6333,1
0.1729,0.3972,5.1844,34.1859,1
0.6799,0.3622,5.1437,13.4639,1
0.5703,0.4217,4.8163,12.7788,1
0.4767,0.3702,5.0867,18.5445,1
0.1627,0.3599,5.2452,30.7456,1
0.1574,0.3506,5.2598,29.8879,1
0.1446,0.3215,5.3479,30.7532,1
0.1768,0.342,4.4695,10.9877,1
0.1078,0.3887,5.0818,81.9714,1
0.0658,0.3784,5.1283,98.625,1
0.1939,0.3929,4.8765,66.2078,1
0.1961,0.4177,4.9135,5.944,1
0.1515,0.3197,5.0593,11.8211,1
0.1609,0.306,5.261,36.433,1
0.1408,0.354,5.2997,41.8524,1
0.1569,0.3075,5.205,27.8163,1
0.139,0.3493,5.259,25.7102,1
0.1436,0.3838,5.2368,27.0486,1
0.1029,0.3886,5.192,25.0809,1
0.4241,0.5102,4.521,9.6031,1
0.12,0.3616,5.0894,14.4464,1
0.0717,0.4458,5.1343,16.9833,1
0.2647,0.3974,5.1967,28.4166,1
0.2324,0.4177,5.11,23.7311,1
0.1496,0.4098,5.1135,20.1527,1
0.1216,0.3801,5.2871,18.5407,1
0.1504,0.3362,5.3211,21.4952,1
0.2232,0.4251,5.2166,24.2284,1
0.2193,0.4237,5.2181,24.1551,1
0.1704,0.3243,4.9932,20.0635,1
0.1507,0.3286,5.1996,19.0215,1
0.0432,0.4076,5.1664,7.0403,1
0.0443,0.422,5.1106,7.407,1
0.0538,0.4153,5.0737,7.2033,1
0.062,0.4483,4.9437,5.1598,1
0.0419,0.4353,4.984,5.9265,1
0.2484,0.4001,4.9369,13.8801,1
0.0983,0.4051,5.2013,18.1842,1
0.0417,0.3979,5.2719,19.8536,1
0.0129,0.3949,5.2594,16.6467,1
0.0257,0.3898,5.2987,17.6847,1
0.007,0.3894,5.2722,17.3934,1
0.0133,0.4019,5.1966,20.9426,1
0.0091,0.4071,5.2203,20.4446,1
0.0103,0.3881,5.2544,21.7158,1
0.0122,0.4087,5.2506,16.3766,1
0.0129,0.3781,5.2292,28.2005,1
0.0276,0.4162,5.0353,6.2105,1
0.0128,0.4301,5.0375,5.0831,1
0.0038,0.4214,5.0844,6.3784,1
0.0156,0.3815,5.3861,7.4212,1
0.016,0.3985,5.3943,6.2681,1
0.1915,0.3215,5.1247,9.8476,1
0.0472,0.3764,5.3287,38.5569,1
0.0294,0.4179,5.2084,40.8895,1
0.003,0.4203,4.866,47.9418,1
0.0156,0.4076,5.1204,42.4261,1
0.015,0.3505,4.675,15.4263,1
0.0174,0.3699,4.5166,13.6967,1
0.1596,0.323,4.7287,17.5496,1
0.4934,0.4162,5.0465,22.0091,1
0.4741,0.3958,5.0622,8.6396,1
0.4325,0.4016,5.1205,7.0347,1
0.1778,0.3828,4.9956,7.5268,1
0.1145,0.4072,4.8731,18.6012,1
0.1534,0.337,5.107,15.7672,1
0.1668,0.3489,5.1946,8.2009,1
0.0401,0.4107,5.1069,16.9826,1
0.1725,0.3564,5.1572,16.9978,1
0.0571,0.3512,5.028,16.7244,1
0.1333,0.3578,4.7772,4.2836,1
0.3023,0.3801,4.9469,4.6941,1
0.3222,0.3713,4.969,4.8714,1
0.245,0.3617,4.9475,4.166,1
0.2409,0.3798,4.9139,4.1973,1
0.2044,0.3227,4.4591,45.8824,1
0.2726,0.3305,4.415,67.741,1
0.6106,0.3866,4.5513,7.1862,1
0.5644,0.3674,4.6317,8.7052,1
0.1642,0.4185,4.8052,6.3613,1
0.1866,0.3428,4.647,6.5607,1
0.2632,0.3131,4.5134,7.0011,1
0.17,0.3354,4.52,5.9356,1
0.0198,0.3359,5.1638,24.9025,1
0.0324,0.3162,5.1738,26.0752,1
0.1974,0.2885,4.9959,29.2111,1
0.2482,0.3139,5.2286,33.7829,1
0.0368,0.3359,5.2535,26.6755,1
0.0475,0.4584,4.8645,12.5443,1
0.0736,0.4233,5.0248,17.1673,1
0.0053,0.4729,3.6909,2.3025,1
0.0093,0.4103,4.8766,15.4859,1
0.2435,0.3706,4.7872,21.6525,1
0.078,0.3842,5.2761,20.2911,1
0.1017,0.3656,4.9124,23.6733,1
0.1038,0.4254,5.2645,27.6298,1
0.1223,0.3934,5.1647,16.5177,1
0.1584,0.3956,5.272,32.0135,1
0.0634,0.3544,5.0934,13.6161,1
0.141,0.3876,5.1611,29.8969,1
0.1631,0.4173,5.0195,21.7459,1
0.1165,0.3978,5.2911,27.7826,1
0.1333,0.3927,5.3447,28.813,1
0.0311,0.3971,5.2016,33.5536,1
0.6197,0.3621,5.141,13.0449,1
0.6167,0.424,4.7281,12.1053,1
0.5904,0.3724,5.0622,17.8409,1
0.1088,0.3617,5.2339,30.3839,1
0.082,0.3523,5.2585,29.4695,1
0.0787,0.3273,5.3379,30.3233,1
0.1158,0.3417,4.4693,10.6944,1
0.1047,0.3882,5.0674,81.2102,1
0.0849,0.3779,5.1116,97.5003,1
0.1119,0.3928,4.8621,65.7184,1
0.0986,0.4185,4.9028,5.7583,1
0.1164,0.3559,5.2912,41.7239,1
0.0925,0.3544,5.2323,25.2909,1
0.0837,0.3846,5.215,26.7375,1
0.053,0.3948,5.1712,24.736,1
0.2298,0.5106,4.5208,9.2859,1
0.0417,0.3592,5.0879,14.1984,1
0.0466,0.4429,5.1298,16.6918,1
0.2406,0.4001,5.1668,27.6721,1
0.1936,0.4194,5.08,22.9171,1
0.1159,0.4131,5.0464,19.2889,1
0.1102,0.3848,5.2428,17.6839,1
0.1182,0.3421,5.3216,20.4089,1
0.1767,0.4259,5.203,23.492,1
0.1748,0.4245,5.2046,23.4099,1
0.1148,0.332,4.9878,19.2759,1
0.1241,0.3389,5.167,18.0847,1
0.016,0.403,5.1475,6.7019,1
0.028,0.4165,5.0955,7.0864,1
0.037,0.4078,5.0597,6.8667,1
0.0148,0.4406,4.9462,4.9002,1
0.009,0.4306,4.9797,5.613,1
0.266,0.4036,4.8802,13.6386,1
0.0216,0.4042,5.1753,17.8346,1
0.0129,0.3962,5.2494,19.3919,1
0.0032,0.3957,5.2243,16.3048,1
0.0074,0.3893,5.276,17.257,1
0.4753,0.7669,5.3275,18.9947,2
0.3824,0.7743,5.3903,19.5237,2
0.4198,0.4124,5.3872,16.225,2
0.4761,0.4349,5.0635,6.832,2
0.5723,0.437,5.111,5.9086,2
0.445,0.4261,5.1015,6.6894,2
0.4708,0.8619,5.1308,8.4688,2
0.3994,0.867,5.0828,7.4447,2
0.6857,0.8227,5.3459,49.139,2
0.5755,0.7966,5.2738,47.352,2
0.3209,0.6903,4.9803,52.7996,2
0.3203,0.7399,5.2056,45.7362,2
0.857,0.819,5.1177,43.2834,2
0.8067,0.4093,5.1838,10.3892,2
0.7412,0.4048,5.0212,19.4819,2
0.7918,0.8111,5.3162,10.2392,2
0.731,0.4217,5.224,18.7814,2
0.721,0.4011,5.2391,19.7419,2
0.7934,0.4267,4.9846,7.2245,2
0.7786,0.891,4.0956,25.658,2
0.5244,0.8885,4.6951,34.9631,2
0.6177,0.9009,4.4306,30.4349,2
0.5519,0.8481,5.1138,36.2806,2
0.6235,0.8799,4.7876,36.3211,2
0.5428,0.8339,5.015,36.992,2
0.3158,0.8491,5.0074,50.5831,2
0.5378,0.9312,3.3808,29.2439,2
0.5791,0.9166,4.0267,30.0819,2
0.6799,0.9481,3.5828,23.3166,2
0.7125,0.9423,3.5318,29.2855,2
0.8816,0.9591,2.6992,2.3945,2
0.5574,0.952,3.1087,14.395,2
0.6215,0.3573,4.8452,22.5099,2
0.6847,0.9019,4.2116,17.2009,2
0.7378,0.9018,3.9802,19.3608,2
0.7191,0.9416,4.0006,36.1712,2
0.6933,0.912,4.1621,19.4171,2
0.7456,0.9204,3.9178,22.8786,2
0.6717,0.9272,3.5366,16.0348,2
0.7341,0.9258,3.7186,17.7887,2
0.6923,0.9219,3.8806,22.4468,2
0.7005,0.9164,3.9959,20.7774,2
0.6981,0.9226,3.9829,19.173,2
0.7772,0.9044,4.5415,22.4384,2
0.8595,0.8953,4.3041,12.8118,2
0.9194,0.934,3.8055,15.3507,2
0.9118,0.9027,4.1944,17.5943,2
0.8434,0.9697,2.3063,5.6239,2
0.8579,0.9684,2.0642,5.1799,2
0.835,0.9722,2.3966,5.5543,2
0.6877,0.8997,4.2664,22.8644,2
0.7114,0.8954,4.2943,22.7495,2
0.7434,0.903,4.0534,26.959,2
0.7952,0.8439,4.4096,6.4794,2
0.7584,0.8482,3.4665,11.2761,2
0.7111,0.9091,4.3114,60.5909,2
0.6541,0.9119,4.2873,55.6866,2
0.7707,0.9178,4.0019,60.8652,2
0.8286,0.935,3.746,4.6251,2
0.6027,0.8013,4.9007,21.5661,2
0.744,0.8933,3.7689,17.7879,2
0.7044,0.9182,3.7508,16.6088,2
0.696,0.8761,3.8686,17.316,2
0.7151,0.9036,4.0522,16.109,2
0.7223,0.9173,4.0035,17.447,2
0.7054,0.9267,3.6622,14.9092,2
0.7171,0.9736,2.8172,9.9221,2
0.5293,0.9748,2.4143,15.7533,2
0.6323,0.9601,2.2147,31.7356,2
0.574,0.8265,4.9378,12.4141,2
0.3937,0.9559,3.6189,45.3664,2
0.8076,0.9323,3.7717,27.7712,2
0.7977,0.9403,3.6846,23.7432,2
0.6396,0.9452,3.5438,17.2488,2
0.6378,0.9345,3.8576,21.3013,2
0.6826,0.9069,3.9074,19.8709,2
0.7255,0.9323,3.9182,19.5363,2
0.7251,0.9303,3.9607,19.555,2
0.7685,0.8896,3.9564,16.9026,2
0.7067,0.9044,4.0559,18.8481,2
0.4553,0.4148,5.1942,7.3237,2
0.4488,0.4162,5.1722,7.6341,2
0.491,0.4123,5.1813,7.5781,2
0.4822,0.4466,5.003,5.7084,2
0.4469,0.4371,5.0229,6.2104,2
0.7866,0.4456,5.0559,12.8524,2
0.6944,0.4337,5.3094,17.6506,2
0.5081,0.414,5.3728,19.2318,2
0.4344,0.422,5.3441,16.2358,2
0.4623,0.4066,5.3921,17.6394,2
0.0185,0.4092,5.3881,17.0834,2
0.0279,0.7632,5.3057,18.7521,2
0.0173,0.7708,5.3741,19.2462,2
0.0677,0.4317,5.0555,6.6236,2
0.0557,0.4326,5.1052,5.7161,2
0.0385,0.4221,5.0953,6.5168,2
0.0959,0.856,5.1725,7.8794,2
0.0402,0.8627,5.1167,7.1323,2
0.1342,0.8178,5.3651,48.85,2
0.071,0.7926,5.2752,47.0916,2
0.0166,0.6892,4.9778,52.5946,2
0.03,0.7387,5.2075,45.4612,2
0.0603,0.3558,4.6371,14.3343,2
0.5239,0.8145,5.0357,43.0719,2
0.2457,0.8072,5.2586,9.7143,2
0.1447,0.4248,5.1265,17.7847,2
0.3393,0.8798,4.1258,24.5217,2
0.0705,0.8782,4.7561,33.2792,2
0.2156,0.8896,4.4442,29.6092,2
0.2418,0.8351,5.0959,35.4654,2
0.2364,0.861,4.7831,35.2834,2
0.24,0.8277,4.9983,36.21,2
0.0414,0.8499,5.0032,49.8714,2
0.0508,0.9279,3.4547,28.6408,2
0.0688,0.9117,4.0998,29.1542,2
0.1378,0.9471,3.6196,22.592,2
0.1563,0.9393,3.6053,28.4191,2
0.0337,0.9592,2.7154,2.177,2
0.0511,0.9491,3.1302,13.759,2
0.1506,0.8978,4.2656,16.1056,2
0.2153,0.8992,4.0095,18.8613,2
0.2169,0.9374,4.0761,35.3192,2
0.2069,0.907,4.2265,18.4036,2
0.2494,0.9137,3.9908,21.9394,2
0.1248,0.9253,3.5931,15.562,2
0.2052,0.9225,3.8391,17.0768,2
0.2035,0.9184,3.8984,21.7728,2
0.2136,0.9146,4.041,19.4613,2
0.1844,0.9196,4.0408,17.6443,2
0.1658,0.9024,4.5682,21.7012,2
0.6781,0.8922,4.326,11.8181,2
0.7095,0.9331,3.7765,14.532,2
0.6102,0.9004,4.2522,16.5785,2
0.1733,0.9676,2.3771,5.5738,2
0.2364,0.9662,2.1425,5.1212,2
0.1825,0.9701,2.4634,5.4976,2
0.164,0.8944,4.3205,21.968,2
0.1546,0.8908,4.3592,21.8687,2
0.1489,0.8982,4.208,26.0574,2
0.2234,0.8434,4.417,6.338,2
0.2441,0.848,3.5068,11.1724,2
0.2322,0.9066,4.3304,59.191,2
0.173,0.9091,4.291,54.0788,2
0.2711,0.9171,4.0162,60.0133,2
0.4697,0.9349,3.7588,4.385,2
0.1245,0.8002,4.9134,21.2737,2
0.1687,0.8871,3.813,16.7581,2
0.1496,0.9133,3.8154,15.7266,2
0.1696,0.8725,3.9123,16.455,2
0.1559,0.8986,4.1353,15.1022,2
0.1584,0.9114,4.0628,16.5709,2
0.179,0.9255,3.749,14.1866,2
0.1267,0.9711,2.8641,8.9644,2
0.1269,0.972,2.4582,14.1848,2
0.1205,0.9557,2.2717,30.1071,2
0.091,0.8249,4.9628,12.1201,2
0.0679,0.9529,3.6538,44.7727,2
0.2563,0.9295,3.8512,26.9643,2
0.2656,0.9382,3.8119,22.7999,2
0.2173,0.9422,3.7161,16.147,2
0.1749,0.9277,4.0893,19.8615,2
0.1256,0.8991,4.0478,18.3721,2
0.1609,0.9269,4.0388,18.3618,2
0.1613,0.9248,4.0746,18.3794,2
0.171,0.8824,4.0628,15.5247,2
0.1498,0.8947,4.2245,17.3239,2
0.0455,0.4085,5.1775,7.0219,2
0.0485,0.4128,5.1588,7.3532,2
0.056,0.4082,5.1705,7.2246,2
0.0558,0.4415,5.0098,5.4913,2
0.044,0.4331,5.0194,5.9845,2
0.2451,0.449,5.0102,12.7008,2
0.0825,0.4353,5.2852,17.289,2
0.0336,0.4142,5.3562,18.8109,2
0.0168,0.4227,5.3225,15.9221,2
0.0216,0.4075,5.382,17.3223,2
0.0082,0.4116,5.3718,16.7405,2
0.0129,0.758,5.2782,18.4902,2
0.0076,0.4192,5.3505,18.9114,2
0.0101,0.403,5.3931,20.102,2
0.0147,0.4162,5.3457,15.7885,2
0.0223,0.4293,5.0443,6.3456,2
0.0165,0.4282,5.1009,5.4533,2
0.0071,0.417,5.087,6.2857,2
0.0251,0.8493,5.2044,7.4386,2
0.0329,0.8567,5.1484,6.8278,2
0.0277,0.8124,5.3794,48.5443,2
0.009,0.7882,5.2613,46.7272,2
0.0044,0.4094,4.9886,52.2538,2
0.0129,0.7371,5.207,45.0499,2
0.4013,0.8133,5.0272,42.9368,2
0.1255,0.8065,5.2393,9.1306,2
0.0386,0.4276,5.0813,16.6438,2
0.1394,0.4356,4.8461,6.8755,2
0.1363,0.8761,4.1691,23.6426,2
0.0537,0.8718,4.7918,31.8411,2
0.1497,0.8863,4.4688,29.0325,2
0.437,0.8313,5.109,34.8867,2
0.5005,0.8565,4.8002,34.6749,2
0.3001,0.8253,5.0091,35.6482,2
0.1087,0.8505,5.022,49.3035,2
0.0239,0.9254,3.5244,28.1397,2
0.0332,0.9082,4.1634,28.4189,2
0.087,0.9454,3.6618,22.0322,2
0.0949,0.9366,3.671,27.8216,2
0.0013,0.9592,2.7357,1.8902,2
0.0053,0.9463,3.1773,13.1749,2
0.0896,0.8952,4.3055,15.3377,2
0.1306,0.8976,4.0359,18.5448,2
0.1617,0.9346,4.1276,34.6529,2
0.0986,0.9033,4.279,17.6088,2
0.1938,0.9111,4.0514,21.2597,2
0.0715,0.9233,3.6284,15.152,2
0.1173,0.9203,3.8883,16.4971,2
0.1796,0.9172,3.9118,21.3041,2
0.141,0.9133,4.0719,18.5707,2
0.1156,0.9182,4.0839,16.7707,2
0.0586,0.9013,4.6,21.1934,2
0.6661,0.8906,4.3366,11.0741,2
0.6924,0.933,3.7546,13.8012,2
0.395,0.8991,4.2545,15.7748,2
0.061,0.9653,2.4373,5.5212,2
0.1114,0.9643,2.2048,5.0701,2
0.0701,0.9681,2.5226,5.4518,2
0.1307,0.8925,4.3462,21.5556,2
0.1224,0.8888,4.3921,21.4502,2
0.0984,0.8968,4.2644,25.6606,2
0.1241,0.8429,4.4166,6.2436,2
0.1282,0.8481,3.5529,11.0971,2
0.2428,0.9042,4.3391,58.0473,2
0.2006,0.907,4.2935,52.7677,2
0.1885,0.9167,4.0294,59.3548,2
0.2842,0.9349,3.7744,4.162,2
0.0836,0.7994,4.9197,20.8945,2
0.1256,0.8843,3.8419,16.2081,2
0.1161,0.9111,3.8579,15.1875,2
0.1091,0.8711,3.9365,16.0058,2
0.1158,0.8965,4.1681,14.5542,2
0.109,0.9084,4.0941,16.0542,2
0.1201,0.925,3.8048,13.8363,2
0.0847,0.9699,2.914,8.297,2
0.0795,0.9704,2.5034,12.9956,2
0.095,0.9536,2.3237,28.7518,2
0.0434,0.8228,4.9795,11.9752,2
0.0381,0.9499,3.6877,44.1334,2
0.2339,0.9276,3.8982,26.4397,2
0.218,0.937,3.8592,22.1823,2
0.1775,0.9397,3.7717,15.3883,2
0.1187,0.922,4.1797,18.9025,2
0.0862,0.8945,4.1402,17.4979,2
0.1044,0.9231,4.0896,17.6389,2
0.104,0.9212,4.1243,17.652,2
0.1505,0.8793,4.1334,14.899,2
0.1009,0.8893,4.3118,16.4712,2
0.0175,0.4045,5.1584,6.7049,2
0.0249,0.4156,5.1461,7.0307,2
0.0321,0.4089,5.1567,6.8803,2
0.0141,0.4341,5.0152,5.2169,2
0.0111,0.429,5.0151,5.6754,2
0.298,0.4557,4.9561,12.4847,2
0.0214,0.4361,5.2626,16.9474,2
0.01,0.4143,5.3389,18.3662,2
0.0013,0.4244,5.2906,15.6017,2
0.0099,0.41,5.3639,16.9365,2
0.4656,0.2491,4.6796,13.5094,0
0.572,0.2261,4.5406,15.4015,0
0.5027,0.2546,4.6563,17.2079,0
0.555,0.2725,4.7446,19.0264,0
0.4876,0.2538,4.6638,14.0874,0
0.5213,0.2495,4.6568,17.8324,0
0.5406,0.2018,4.2831,3.8497,0
0.6908,0.1983,4.2683,2.4775,0
0.5317,0.2103,4.371,3.8924,0
0.4399,0.3071,4.9505,6.9863,0
0.4181,0.2982,4.9441,6.7982,0
0.6405,0.0637,4.5341,6.7877,0
0.6412,0.0657,4.5743,6.9087,0
0.6764,0.262,4.8132,21.9436,0
0.5891,0.2298,4.5814,21.7123,0
0.3776,0.1829,4.0237,23.8633,0
0.3704,0.2146,4.3747,24.3777,0
0.6943,0.2236,4.1897,9.8977,0
0.7361,0.2168,4.0649,11.5699,0
0.6928,0.2431,4.4256,12.0702,0
0.8795,0.2216,4.377,7.3952,0
0.8428,0.0515,3.8644,16.5288,0
0.8388,0.0498,3.8655,14.5966,0
0.8483,0.0847,4.3381,3.5,0
0.8373,0.2227,4.422,3.7097,0
0.832,0.2263,4.4141,4.2162,0
0.758,0.2058,4.2651,10.9672,0
0.823,0.0844,4.6386,10.2728,0
0.827,0.2879,4.7219,5.5016,0
0.745,0.2817,4.7346,10.866,0
0.7955,0.0783,4.5198,10.4168,0
0.7528,0.0817,4.3926,9.1677,0
0.7423,0.2096,4.2166,2.9728,0
0.8288,0.2174,4.3928,3.8809,0
0.8105,0.2353,4.5549,4.1178,0
0.8002,0.2102,4.3535,2.8475,0
0.8142,0.204,4.2931,3.0546,0
0.7909,0.102,4.0514,28.5788,0
0.8085,0.1039,3.9036,37.8323,0
0.8931,0.1863,3.9482,5.3045,0
0.889,0.1947,4.0268,6.7683,0
0.8148,0.097,4.142,2.8533,0
0.7756,0.2085,4.242,3.9454,0
0.7876,0.1031,4.1115,4.3515,0
0.767,0.2185,4.2513,4.8166,0
0.7378,0.0371,3.82,5.6233,0
0.7262,0.044,3.7181,6.856,0
0.8209,0.0376,3.7585,6.6262,0
0.705,0.0316,3.3859,6.8931,0
0.7557,0.042,3.8298,9.0588,0
0.6943,0.0331,3.4751,7.4705,0
0.6458,0.0262,3.3118,5.9618,0
0.7766,0.0409,4.0397,6.2941,0
0.7412,0.0427,3.9693,7.6155,0
0.7215,0.079,3.7345,4.4516,0
0.7865,0.0696,3.8419,5.1099,0
0.9931,0.0846,2.485,1.8726,0
0.8955,0.0648,3.7026,4.0201,0
0.8112,0.0594,3.4655,6.2588,0
0.788,0.0614,4.5241,26.2944,0
0.8089,0.063,4.0606,22.7676,0
0.779,0.0626,4.4901,29.6241,0
0.8175,0.0613,4.2788,17.1822,0
0.8023,0.0558,4.5164,33.295,0
0.8596,0.0497,4.0367,6.1149,0
0.8169,0.0588,4.0972,13.5325,0
0.8915,0.0679,3.7815,6.0998,0
0.8113,0.063,4.6405,28.7754,0
0.803,0.0629,4.6595,31.3537,0
0.8426,0.0516,4.2776,19.7706,0
0.9063,0.056,3.8663,6.0735,0
0.9542,0.072,3.7388,4.3201,0
0.9209,0.0591,3.8863,6.7325,0
0.9334,0.1673,3.6895,3.279,0
0.9192,0.1657,3.6234,3.4486,0
0.9407,0.1637,3.6666,3.3119,0
0.7593,0.0542,4.0724,25.7171,0
0.7485,0.051,4.0632,21.421,0
0.7437,0.0416,4.3104,37.6902,0
0.7624,0.0463,3.1584,8.1927,0
0.6202,0.0311,2.6228,14.8003,0
0.7923,0.0617,3.8245,24.0983,0
